benchmark_case_id,benchmark_name,benchmark_version,benchmark_revision,source_file,label_source,vulnerability_label,expected_result,cwe,ground_truth_granularity,endpoint,crawler_url,request_shape,source_request_method,input_carrier_shape,primary_input_carrier,controllable_input_count,controllable_input_names,content_type,sql_operation_category,sql_operation_markers,read_write_category,execution_api,response_observability,boolean_verifier_applicability,transport_compatibility,sql_verifier_compatibility,compatibility_class,eligible_original_external_evaluation,eligible_candidate_ranking,required_adapter,adapter_requirements,incompatibility_reason,classification_reason,candidate_representation_support,candidate_representation_gap,sanitization_required,sanitized_candidate_id,sanitized_action_path,retained_model_facing_fields,excluded_from_model_input_fields,model_facing_preview,audit_status,auditor_notes
BenchmarkTest01626,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest01626.java,expectedresults-1.2.csv,sqli,vulnerable,89,case_level,/sqli-03/BenchmarkTest01626,https://localhost:8443/benchmark/sqli-03/BenchmarkTest01626,GET_query,GET_delegates_to_POST,getparam+getparam+getparam,getparam,3,password;username;BenchmarkTest01626,text/html;charset=UTF-8,select_like,select,read_like,unknown,result_rows_written,plausible_runtime_validation_required,adapter_feasible,plausible_runtime_validation_required,ADAPTER_SUPPORTED,true,true,multi_query_parameter_adapter,preserve original query parameter set and replace only the audited controllable value,,original case may be preserved with deterministic transport adapter; runtime boolean validation still required,proposed_schema,,true,os15-c000282,/external-v15/case-000282,candidate_id;sanitized_action_path;http_method;input_carrier;input_count_category;editable_input_count;multiple_parameters;transport_adapter_category;request_shape,benchmark_case_id;expected_result;ground_truth;label;query_text;source_file;sql_operation_category;sql_statement;vulnerability_label,"{""candidate_id"": ""os15-c000282"", ""editable_input_count"": 3, ""http_method"": ""GET"", ""input_carrier"": ""query_parameter"", ""input_count_category"": ""small_multi"", ""multiple_parameters"": true, ""request_shape"": ""query"", ""sanitized_action_path"": ""/external-v15/case-000282"", ""transport_adapter_category"": ""query_multi""}",audited,static source inspection completed
BenchmarkTest01627,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest01627.java,expectedresults-1.2.csv,sqli,vulnerable,89,case_level,/sqli-03/BenchmarkTest01627,https://localhost:8443/benchmark/sqli-03/BenchmarkTest01627,POST_form,GET_delegates_to_POST,formparam+formparam+formparam,formparam,3,password;email;BenchmarkTest01627,text/html;charset=UTF-8,select_like,select,read_like,execute,result_rows_written,plausible_runtime_validation_required,adapter_feasible,plausible_runtime_validation_required,ADAPTER_SUPPORTED,true,true,form_parameter_adapter;multi_form_parameter_adapter,submit original form parameters with deterministic values;preserve companion form parameters,,original case may be preserved with deterministic transport adapter; runtime boolean validation still required,proposed_schema,,true,os15-c000283,/external-v15/case-000283,candidate_id;sanitized_action_path;http_method;input_carrier;input_count_category;editable_input_count;multiple_parameters;transport_adapter_category;request_shape,benchmark_case_id;expected_result;ground_truth;label;query_text;source_file;sql_operation_category;sql_statement;vulnerability_label,"{""candidate_id"": ""os15-c000283"", ""editable_input_count"": 3, ""http_method"": ""POST_or_request_metadata"", ""input_carrier"": ""form_parameter"", ""input_count_category"": ""small_multi"", ""multiple_parameters"": true, ""request_shape"": ""form"", ""sanitized_action_path"": ""/external-v15/case-000283"", ""transport_adapter_category"": ""form""}",audited,static source inspection completed
BenchmarkTest01628,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest01628.java,expectedresults-1.2.csv,sqli,non_vulnerable,89,case_level,/sqli-03/BenchmarkTest01628,https://localhost:8443/benchmark/sqli-03/BenchmarkTest01628,POST_form,GET_delegates_to_POST,formparam+formparam+formparam+formparam,formparam,4,productID;secure;foo;BenchmarkTest01628,text/html;charset=UTF-8,select_like,select,read_like,execute,result_rows_written,plausible_runtime_validation_required,adapter_feasible,plausible_runtime_validation_required,ADAPTER_SUPPORTED,true,true,form_parameter_adapter;multi_form_parameter_adapter,submit original form parameters with deterministic values;preserve companion form parameters,,original case may be preserved with deterministic transport adapter; runtime boolean validation still required,proposed_schema,,true,os15-c000284,/external-v15/case-000284,candidate_id;sanitized_action_path;http_method;input_carrier;input_count_category;editable_input_count;multiple_parameters;transport_adapter_category;request_shape,benchmark_case_id;expected_result;ground_truth;label;query_text;source_file;sql_operation_category;sql_statement;vulnerability_label,"{""candidate_id"": ""os15-c000284"", ""editable_input_count"": 4, ""http_method"": ""POST_or_request_metadata"", ""input_carrier"": ""form_parameter"", ""input_count_category"": ""larger_multi"", ""multiple_parameters"": true, ""request_shape"": ""form"", ""sanitized_action_path"": ""/external-v15/case-000284"", ""transport_adapter_category"": ""form""}",audited,static source inspection completed
BenchmarkTest01629,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest01629.java,expectedresults-1.2.csv,sqli,non_vulnerable,89,case_level,/sqli-03/BenchmarkTest01629,https://localhost:8443/benchmark/sqli-03/BenchmarkTest01629,POST_form,GET_delegates_to_POST,formparam,formparam,1,BenchmarkTest01629,text/html;charset=UTF-8,insert,insert;execute_update,write_or_state_changing,executeUpdate,writer_output_detected,not_applicable_non_destructive_conflict,adapter_feasible,not_applicable_non_destructive_conflict,EXCLUDED,false,false,form_parameter_adapter,submit original form parameters with deterministic values,write/state-changing SQL conflicts with non-destructive verifier philosophy,write/state-changing SQL conflicts with non-destructive verifier philosophy,not_applicable,no_ranker_candidate_for_incompatible_case,not_applicable,,,,benchmark_case_id;expected_result;ground_truth;label;query_text;source_file;sql_operation_category;sql_statement;vulnerability_label,,audited,executeUpdate call statically detected
BenchmarkTest01630,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest01630.java,expectedresults-1.2.csv,sqli,vulnerable,89,case_level,/sqli-03/BenchmarkTest01630,https://localhost:8443/benchmark/sqli-03/BenchmarkTest01630,POST_form,GET_delegates_to_POST,formparam,formparam,1,BenchmarkTest01630,text/html;charset=UTF-8,insert,insert;execute_update,write_or_state_changing,executeUpdate,writer_output_detected,not_applicable_non_destructive_conflict,adapter_feasible,not_applicable_non_destructive_conflict,EXCLUDED,false,false,form_parameter_adapter,submit original form parameters with deterministic values,write/state-changing SQL conflicts with non-destructive verifier philosophy,write/state-changing SQL conflicts with non-destructive verifier philosophy,not_applicable,no_ranker_candidate_for_incompatible_case,not_applicable,,,,benchmark_case_id;expected_result;ground_truth;label;query_text;source_file;sql_operation_category;sql_statement;vulnerability_label,,audited,executeUpdate call statically detected
BenchmarkTest01631,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest01631.java,expectedresults-1.2.csv,sqli,vulnerable,89,case_level,/sqli-03/BenchmarkTest01631,https://localhost:8443/benchmark/sqli-03/BenchmarkTest01631,GET_query,GET_delegates_to_POST,getparam+getparam+getparam,getparam,3,password;username;BenchmarkTest01631,text/html;charset=UTF-8,insert,insert;execute_update,write_or_state_changing,executeUpdate,writer_output_detected,not_applicable_non_destructive_conflict,adapter_feasible,not_applicable_non_destructive_conflict,EXCLUDED,false,false,multi_query_parameter_adapter,preserve original query parameter set and replace only the audited controllable value,write/state-changing SQL conflicts with non-destructive verifier philosophy,write/state-changing SQL conflicts with non-destructive verifier philosophy,not_applicable,no_ranker_candidate_for_incompatible_case,not_applicable,,,,benchmark_case_id;expected_result;ground_truth;label;query_text;source_file;sql_operation_category;sql_statement;vulnerability_label,,audited,executeUpdate call statically detected
BenchmarkTest01712,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest01712.java,expectedresults-1.2.csv,sqli,vulnerable,89,case_level,/sqli-03/BenchmarkTest01712,https://localhost:8443/benchmark/sqli-03/BenchmarkTest01712,GET_query,GET_delegates_to_POST,getparam+getparam+getparam,getparam,3,password;username;BenchmarkTest01712,text/html;charset=UTF-8,stored_procedure,stored_procedure;execute_query,stored_procedure_ambiguous,executeQuery;prepareCall,result_rows_written,not_applicable_stored_procedure_ambiguous,adapter_feasible,not_applicable_stored_procedure_ambiguous,EXCLUDED,false,false,multi_query_parameter_adapter,preserve original query parameter set and replace only the audited controllable value,stored procedure behavior cannot be assumed read-only by static audit,stored procedure behavior cannot be assumed read-only by static audit,not_applicable,no_ranker_candidate_for_incompatible_case,not_applicable,,,,benchmark_case_id;expected_result;ground_truth;label;query_text;source_file;sql_operation_category;sql_statement;vulnerability_label,,audited,stored procedure call statically detected
BenchmarkTest01713,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest01713.java,expectedresults-1.2.csv,sqli,non_vulnerable,89,case_level,/sqli-03/BenchmarkTest01713,https://localhost:8443/benchmark/sqli-03/BenchmarkTest01713,GET_query,GET_delegates_to_POST,getparam+getparam+getparam,getparam,3,password;username;BenchmarkTest01713,text/html;charset=UTF-8,stored_procedure,stored_procedure;execute_query,stored_procedure_ambiguous,executeQuery;prepareCall,result_rows_written,not_applicable_stored_procedure_ambiguous,adapter_feasible,not_applicable_stored_procedure_ambiguous,EXCLUDED,false,false,multi_query_parameter_adapter,preserve original query parameter set and replace only the audited controllable value,stored procedure behavior cannot be assumed read-only by static audit,stored procedure behavior cannot be assumed read-only by static audit,not_applicable,no_ranker_candidate_for_incompatible_case,not_applicable,,,,benchmark_case_id;expected_result;ground_truth;label;query_text;source_file;sql_operation_category;sql_statement;vulnerability_label,,audited,stored procedure call statically detected
BenchmarkTest01714,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest01714.java,expectedresults-1.2.csv,sqli,non_vulnerable,89,case_level,/sqli-03/BenchmarkTest01714,https://localhost:8443/benchmark/sqli-03/BenchmarkTest01714,GET_query,GET_delegates_to_POST,getparam+getparam+getparam,getparam,3,password;username;BenchmarkTest01714,text/html;charset=UTF-8,stored_procedure,stored_procedure;execute_query,stored_procedure_ambiguous,executeQuery;prepareCall,result_rows_written,not_applicable_stored_procedure_ambiguous,adapter_feasible,not_applicable_stored_procedure_ambiguous,EXCLUDED,false,false,multi_query_parameter_adapter,preserve original query parameter set and replace only the audited controllable value,stored procedure behavior cannot be assumed read-only by static audit,stored procedure behavior cannot be assumed read-only by static audit,not_applicable,no_ranker_candidate_for_incompatible_case,not_applicable,,,,benchmark_case_id;expected_result;ground_truth;label;query_text;source_file;sql_operation_category;sql_statement;vulnerability_label,,audited,stored procedure call statically detected
BenchmarkTest01715,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest01715.java,expectedresults-1.2.csv,sqli,vulnerable,89,case_level,/sqli-03/BenchmarkTest01715,https://localhost:8443/benchmark/sqli-03/BenchmarkTest01715,GET_query,GET_delegates_to_POST,getparam+getparam+getparam,getparam,3,password;username;BenchmarkTest01715,text/html;charset=UTF-8,select_like,select;prepared_statement,read_like,execute;prepareStatement,result_rows_written,plausible_runtime_validation_required,adapter_feasible,plausible_runtime_validation_required,ADAPTER_SUPPORTED,true,true,multi_query_parameter_adapter,preserve original query parameter set and replace only the audited controllable value,,original case may be preserved with deterministic transport adapter; runtime boolean validation still required,proposed_schema,,true,os15-c000291,/external-v15/case-000291,candidate_id;sanitized_action_path;http_method;input_carrier;input_count_category;editable_input_count;multiple_parameters;transport_adapter_category;request_shape,benchmark_case_id;expected_result;ground_truth;label;query_text;source_file;sql_operation_category;sql_statement;vulnerability_label,"{""candidate_id"": ""os15-c000291"", ""editable_input_count"": 3, ""http_method"": ""GET"", ""input_carrier"": ""query_parameter"", ""input_count_category"": ""small_multi"", ""multiple_parameters"": true, ""request_shape"": ""query"", ""sanitized_action_path"": ""/external-v15/case-000291"", ""transport_adapter_category"": ""query_multi""}",audited,static source inspection completed
BenchmarkTest01716,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest01716.java,expectedresults-1.2.csv,sqli,vulnerable,89,case_level,/sqli-03/BenchmarkTest01716,https://localhost:8443/benchmark/sqli-03/BenchmarkTest01716,GET_query,GET_delegates_to_POST,getparam+getparam+getparam,getparam,3,password;username;BenchmarkTest01716,text/html;charset=UTF-8,select_like,select;prepared_statement,read_like,execute;prepareStatement,result_rows_written,plausible_runtime_validation_required,adapter_feasible,plausible_runtime_validation_required,ADAPTER_SUPPORTED,true,true,multi_query_parameter_adapter,preserve original query parameter set and replace only the audited controllable value,,original case may be preserved with deterministic transport adapter; runtime boolean validation still required,proposed_schema,,true,os15-c000292,/external-v15/case-000292,candidate_id;sanitized_action_path;http_method;input_carrier;input_count_category;editable_input_count;multiple_parameters;transport_adapter_category;request_shape,benchmark_case_id;expected_result;ground_truth;label;query_text;source_file;sql_operation_category;sql_statement;vulnerability_label,"{""candidate_id"": ""os15-c000292"", ""editable_input_count"": 3, ""http_method"": ""GET"", ""input_carrier"": ""query_parameter"", ""input_count_category"": ""small_multi"", ""multiple_parameters"": true, ""request_shape"": ""query"", ""sanitized_action_path"": ""/external-v15/case-000292"", ""transport_adapter_category"": ""query_multi""}",audited,static source inspection completed
